Tid ;FT0030 Flow : (M³/t)
00:00:00;180
00:00:05;116.8
00:00:10;116.8
00:00:15;116.8
00:00:20;116.8
00:00:25;116.8
00:00:30;116.8
00:00:35;116.8
00:00:40;116.8
00:00:45;116.8
00:00:50;116.8
00:00:55;116.8
00:01:00;116.8
00:01:05;116.8
00:01:10;116.8
00:01:15;116.8
00:01:20;116.8
00:01:25;116.8
00:01:30;116.8
00:01:35;116.8
00:01:40;116.8
00:01:45;116.8
00:01:50;116.8
00:01:55;116.8
00:02:00;116.8
00:02:05;116.8
00:02:10;116.8
00:02:15;116.8
00:02:20;116.8
00:02:25;116.8
00:02:30;116.8
00:02:35;116.8
00:02:40;116.8
00:02:45;116.8
00:02:50;116.8
00:02:55;116.8
00:03:00;116.8
00:03:05;116.8
00:03:10;116.8
00:03:15;116.8
00:03:20;116.8
00:03:25;116.8
00:03:30;116.8
00:03:35;116.8
00:03:40;116.8
00:03:45;116.8
00:03:50;116.8
00:03:55;116.8
00:04:00;116.8
00:04:05;116.8
00:04:10;116.8
00:04:15;116.8
00:04:20;116.8
00:04:25;116.8
00:04:30;116.8
00:04:35;116.8
00:04:40;116.8
00:04:45;116.8
00:04:50;116.8
00:04:55;116.8
00:05:00;116.8
00:05:05;108.5
00:05:10;108.5
00:05:15;108.5
00:05:20;108.5
00:05:25;108.5
00:05:30;108.5
00:05:35;108.5
00:05:40;108.5
00:05:45;108.5
00:05:50;108.5
00:05:55;108.5
00:06:00;108.5
00:06:05;108.5
00:06:10;108.5
00:06:15;108.5
00:06:20;108.5
00:06:25;108.5
00:06:30;108.5
00:06:35;108.5
00:06:40;108.5
00:06:45;108.5
00:06:50;108.5
00:06:55;108.5
00:07:00;108.5
00:07:05;108.5
00:07:10;108.5
00:07:15;108.5
00:07:20;108.5
00:07:25;108.5
00:07:30;108.5
00:07:35;108.5
00:07:40;108.5
00:07:45;108.5
00:07:50;108.5
00:07:55;108.5
00:08:00;108.5
00:08:05;108.5
00:08:10;108.5
00:08:15;108.5
00:08:20;108.5
00:08:25;108.5
00:08:30;108.5
00:08:35;108.5
00:08:40;108.5
00:08:45;108.5
00:08:50;108.5
00:08:55;108.5
00:09:00;108.5
00:09:05;108.5
00:09:10;108.5
00:09:15;108.5
00:09:20;108.5
00:09:25;108.5
00:09:30;108.5
00:09:35;108.5
00:09:40;108.5
00:09:45;108.5
00:09:50;108.5
00:09:55;108.5
00:10:00;108.5
00:10:05;111
00:10:10;111
00:10:15;111
00:10:20;111
00:10:25;111
00:10:30;111
00:10:35;111
00:10:40;111
00:10:45;111
00:10:50;111
00:10:55;111
00:11:00;111
00:11:05;111
00:11:10;111
00:11:15;111
00:11:20;111
00:11:25;111
00:11:30;111
00:11:35;111
00:11:40;111
00:11:45;111
00:11:50;111
00:11:55;111
00:12:00;111
00:12:05;111
00:12:10;111
00:12:15;111
00:12:20;111
00:12:25;111
00:12:30;111
00:12:35;111
00:12:40;111
00:12:45;111
00:12:50;111
00:12:55;111
00:13:00;111
00:13:05;111
00:13:10;111
00:13:15;111
00:13:20;111
00:13:25;111
00:13:30;111
00:13:35;111
00:13:40;111
00:13:45;111
00:13:50;111
00:13:55;111
00:14:00;111
00:14:05;111
00:14:10;111
00:14:15;111
00:14:20;111
00:14:25;111
00:14:30;111
00:14:35;111
00:14:40;111
00:14:45;111
00:14:50;111
00:14:55;111
00:15:00;111
00:15:05;106
00:15:10;106
00:15:15;106
00:15:20;106
00:15:25;106
00:15:30;106
00:15:35;106
00:15:40;106
00:15:45;106
00:15:50;106
00:15:55;106
00:16:00;106
00:16:05;106
00:16:10;106
00:16:15;106
00:16:20;106
00:16:25;106
00:16:30;106
00:16:35;106
00:16:40;106
00:16:45;106
00:16:50;106
00:16:55;106
00:17:00;106
00:17:05;106
00:17:10;106
00:17:15;106
00:17:20;106
00:17:25;106
00:17:30;106
00:17:35;106
00:17:40;106
00:17:45;106
00:17:50;106
00:17:55;106
00:18:00;106
00:18:05;106
00:18:10;106
00:18:15;106
00:18:20;106
00:18:25;106
00:18:30;106
00:18:35;106
00:18:40;106
00:18:45;106
00:18:50;106
00:18:55;106
00:19:00;106
00:19:05;106
00:19:10;106
00:19:15;106
00:19:20;106
00:19:25;106
00:19:30;106
00:19:35;106
00:19:40;106
00:19:45;106
00:19:50;106
00:19:55;106
00:20:00;106
00:20:05;107.4
00:20:10;107.4
00:20:15;107.4
00:20:20;107.4
00:20:25;107.4
00:20:30;107.4
00:20:35;107.4
00:20:40;107.4
00:20:45;107.4
00:20:50;107.4
00:20:55;107.4
00:21:00;107.4
00:21:05;107.4
00:21:10;107.4
00:21:15;107.4
00:21:20;107.4
00:21:25;107.4
00:21:30;107.4
00:21:35;107.4
00:21:40;107.4
00:21:45;107.4
00:21:50;107.4
00:21:55;107.4
00:22:00;107.4
00:22:05;107.4
00:22:10;107.4
00:22:15;107.4
00:22:20;107.4
00:22:25;107.4
00:22:30;107.4
00:22:35;107.4
00:22:40;107.4
00:22:45;107.4
00:22:50;107.4
00:22:55;107.4
00:23:00;107.4
00:23:05;107.4
00:23:10;107.4
00:23:15;107.4
00:23:20;107.4
00:23:25;107.4
00:23:30;107.4
00:23:35;107.4
00:23:40;107.4
00:23:45;107.4
00:23:50;107.4
00:23:55;107.4
00:24:00;107.4
00:24:05;107.4
00:24:10;107.4
00:24:15;107.4
00:24:20;107.4
00:24:25;107.4
00:24:30;107.4
00:24:35;107.4
00:24:40;107.4
00:24:45;107.4
00:24:50;107.4
00:24:55;107.4
00:25:00;107.4
00:25:05;108.9
00:25:10;108.9
00:25:15;108.9
00:25:20;108.9
00:25:25;108.9
00:25:30;108.9
00:25:35;108.9
00:25:40;108.9
00:25:45;108.9
00:25:50;108.9
00:25:55;108.9
00:26:00;108.9
00:26:05;108.9
00:26:10;108.9
00:26:15;108.9
00:26:20;108.9
00:26:25;108.9
00:26:30;108.9
00:26:35;108.9
00:26:40;108.9
00:26:45;108.9
00:26:50;108.9
00:26:55;108.9
00:27:00;108.9
00:27:05;108.9
00:27:10;108.9
00:27:15;108.9
00:27:20;108.9
00:27:25;108.9
00:27:30;108.9
00:27:35;108.9
00:27:40;108.9
00:27:45;108.9
00:27:50;108.9
00:27:55;108.9
00:28:00;108.9
00:28:05;108.9
00:28:10;108.9
00:28:15;108.9
00:28:20;108.9
00:28:25;108.9
00:28:30;108.9
00:28:35;108.9
00:28:40;108.9
00:28:45;108.9
00:28:50;108.9
00:28:55;108.9
00:29:00;108.9
00:29:05;108.9
00:29:10;108.9
00:29:15;108.9
00:29:20;108.9
00:29:25;108.9
00:29:30;108.9
00:29:35;108.9
00:29:40;108.9
00:29:45;108.9
00:29:50;108.9
00:29:55;108.9
00:30:00;108.9
00:30:05;108.8
00:30:10;108.8
00:30:15;108.8
00:30:20;108.8
00:30:25;108.8
00:30:30;108.8
00:30:35;108.8
00:30:40;108.8
00:30:45;108.8
00:30:50;108.8
00:30:55;108.8
00:31:00;108.8
00:31:05;108.8
00:31:10;108.8
00:31:15;108.8
00:31:20;108.8
00:31:25;108.8
00:31:30;108.8
00:31:35;108.8
00:31:40;108.8
00:31:45;108.8
00:31:50;108.8
00:31:55;108.8
00:32:00;108.8
00:32:05;108.8
00:32:10;108.8
00:32:15;108.8
00:32:20;108.8
00:32:25;108.8
00:32:30;108.8
00:32:35;108.8
00:32:40;108.8
00:32:45;108.8
00:32:50;108.8
00:32:55;108.8
00:33:00;108.8
00:33:05;108.8
00:33:10;108.8
00:33:15;108.8
00:33:20;108.8
00:33:25;108.8
00:33:30;108.8
00:33:35;108.8
00:33:40;108.8
00:33:45;108.8
00:33:50;108.8
00:33:55;108.8
00:34:00;108.8
00:34:05;108.8
00:34:10;108.8
00:34:15;108.8
00:34:20;108.8
00:34:25;108.8
00:34:30;108.8
00:34:35;108.8
00:34:40;108.8
00:34:45;108.8
00:34:50;108.8
00:34:55;108.8
00:35:00;108.8
00:35:05;106.1
00:35:10;106.1
00:35:15;106.1
00:35:20;106.1
00:35:25;106.1
00:35:30;106.1
00:35:35;106.1
00:35:40;106.1
00:35:45;106.1
00:35:50;106.1
00:35:55;106.1
00:36:00;106.1
00:36:05;106.1
00:36:10;106.1
00:36:15;106.1
00:36:20;106.1
00:36:25;106.1
00:36:30;106.1
00:36:35;106.1
00:36:40;106.1
00:36:45;106.1
00:36:50;106.1
00:36:55;106.1
00:37:00;106.1
00:37:05;106.1
00:37:10;106.1
00:37:15;106.1
00:37:20;106.1
00:37:25;106.1
00:37:30;106.1
00:37:35;106.1
00:37:40;106.1
00:37:45;106.1
00:37:50;106.1
00:37:55;106.1
00:38:00;106.1
00:38:05;106.1
00:38:10;106.1
00:38:15;106.1
00:38:20;106.1
00:38:25;106.1
00:38:30;106.1
00:38:35;106.1
00:38:40;106.1
00:38:45;106.1
00:38:50;106.1
00:38:55;106.1
00:39:00;106.1
00:39:05;106.1
00:39:10;106.1
00:39:15;106.1
00:39:20;106.1
00:39:25;106.1
00:39:30;106.1
00:39:35;106.1
00:39:40;106.1
00:39:45;106.1
00:39:50;106.1
00:39:55;106.1
00:40:00;106.1
00:40:05;22.4
00:40:10;22.4
00:40:15;22.4
00:40:20;22.4
00:40:25;22.4
00:40:30;22.4
00:40:35;22.4
00:40:40;22.4
00:40:45;22.4
00:40:50;22.4
00:40:55;22.4
00:41:00;22.4
00:41:05;22.4
00:41:10;22.4
00:41:15;22.4
00:41:20;22.4
00:41:25;22.4
00:41:30;22.4
00:41:35;22.4
00:41:40;22.4
00:41:45;22.4
00:41:50;22.4
00:41:55;22.4
00:42:00;22.4
00:42:05;22.4
00:42:10;22.4
00:42:15;22.4
00:42:20;22.4
00:42:25;22.4
00:42:30;22.4
00:42:35;22.4
00:42:40;22.4
00:42:45;22.4
00:42:50;22.4
00:42:55;22.4
00:43:00;22.4
00:43:05;22.4
00:43:10;22.4
00:43:15;22.4
00:43:20;22.4
00:43:25;22.4
00:43:30;22.4
00:43:35;22.4
00:43:40;22.4
00:43:45;22.4
00:43:50;22.4
00:43:55;22.4
00:44:00;22.4
00:44:05;22.4
00:44:10;22.4
00:44:15;22.4
00:44:20;22.4
00:44:25;22.4
00:44:30;22.4
00:44:35;22.4
00:44:40;22.4
00:44:45;22.4
00:44:50;22.4
00:44:55;22.4
00:45:00;22.4
00:45:05;0.1
00:45:10;0.1
00:45:15;0.1
00:45:20;0.1
00:45:25;0.1
00:45:30;0.1
00:45:35;0.1
00:45:40;0.1
00:45:45;0.1
00:45:50;0.1
00:45:55;0.1
00:46:00;0.1
00:46:05;0.1
00:46:10;0.1
00:46:15;0.1
00:46:20;0.1
00:46:25;0.1
00:46:30;0.1
00:46:35;0.1
00:46:40;0.1
00:46:45;0.1
00:46:50;0.1
00:46:55;0.1
00:47:00;0.1
00:47:05;0.1
00:47:10;0.1
00:47:15;0.1
00:47:20;0.1
00:47:25;0.1
00:47:30;0.1
00:47:35;0.1
00:47:40;0.1
00:47:45;0.1
00:47:50;0.1
00:47:55;0.1
00:48:00;0.1
00:48:05;0.1
00:48:10;0.1
00:48:15;0.1
00:48:20;0.1
00:48:25;0.1
00:48:30;0.1
00:48:35;0.1
00:48:40;0.1
00:48:45;0.1
00:48:50;0.1
00:48:55;0.1
00:49:00;0.1
00:49:05;0.1
00:49:10;0.1
00:49:15;0.1
00:49:20;0.1
00:49:25;0.1
00:49:30;0.1
00:49:35;0.1
00:49:40;0.1
00:49:45;0.1
00:49:50;0.1
00:49:55;0.1
00:50:00;0.1
00:50:05;0.1
00:50:10;0.1
00:50:15;0.1
00:50:20;0.1
00:50:25;0.1
00:50:30;0.1
00:50:35;0.1
00:50:40;0.1
00:50:45;0.1
00:50:50;0.1
00:50:55;0.1
00:51:00;0.1
00:51:05;0.1
00:51:10;0.1
00:51:15;0.1
00:51:20;0.1
00:51:25;0.1
00:51:30;0.1
00:51:35;0.1
00:51:40;0.1
00:51:45;0.1
00:51:50;0.1
00:51:55;0.1
00:52:00;0.1
00:52:05;0.1
00:52:10;0.1
00:52:15;0.1
00:52:20;0.1
00:52:25;0.1
00:52:30;0.1
00:52:35;0.1
00:52:40;0.1
00:52:45;0.1
00:52:50;0.1
00:52:55;0.1
00:53:00;0.1
00:53:05;0.1
00:53:10;0.1
00:53:15;0.1
00:53:20;0.1
00:53:25;0.1
00:53:30;0.1
00:53:35;0.1
00:53:40;0.1
00:53:45;0.1
00:53:50;0.1
00:53:55;0.1
00:54:00;0.1
00:54:05;0.1
00:54:10;0.1
00:54:15;0.1
00:54:20;0.1
00:54:25;0.1
00:54:30;0.1
00:54:35;0.1
00:54:40;0.1
00:54:45;0.1
00:54:50;0.1
00:54:55;0.1
00:55:00;0.1
00:55:05;0
00:55:10;0
00:55:15;0
00:55:20;0
00:55:25;0
00:55:30;0
00:55:35;0
00:55:40;0
00:55:45;0
00:55:50;0
00:55:55;0
00:56:00;0
00:56:05;0
00:56:10;0
00:56:15;0
00:56:20;0
00:56:25;0
00:56:30;0
00:56:35;0
00:56:40;0
00:56:45;0
00:56:50;0
00:56:55;0
00:57:00;0
00:57:05;0
00:57:10;0
00:57:15;0
00:57:20;0
00:57:25;0
00:57:30;0
00:57:35;0
00:57:40;0
00:57:45;0
00:57:50;0
00:57:55;0
00:58:00;0
00:58:05;0
00:58:10;0
00:58:15;0
00:58:20;0
00:58:25;0
00:58:30;0
00:58:35;0
00:58:40;0
00:58:45;0
00:58:50;0
00:58:55;0
00:59:00;0
00:59:05;0
00:59:10;0
00:59:15;0
00:59:20;0
00:59:25;0
00:59:30;0
00:59:35;0
00:59:40;0
00:59:45;0
00:59:50;0
00:59:55;0
01:00:00;0
01:00:05;0.3
01:00:10;0.3
01:00:15;0.3
01:00:20;0.3
01:00:25;0.3
01:00:30;0.3
01:00:35;0.3
01:00:40;0.3
01:00:45;0.3
01:00:50;0.3
01:00:55;0.3
01:01:00;0.3
01:01:05;0.3
01:01:10;0.3
01:01:15;0.3
01:01:20;0.3
01:01:25;0.3
01:01:30;0.3
01:01:35;0.3
01:01:40;0.3
01:01:45;0.3
01:01:50;0.3
01:01:55;0.3
01:02:00;0.3
01:02:05;0.3
01:02:10;0.3
01:02:15;0.3
01:02:20;0.3
01:02:25;0.3
01:02:30;0.3
01:02:35;0.3
01:02:40;0.3
01:02:45;0.3
01:02:50;0.3
01:02:55;0.3
01:03:00;0.3
01:03:05;0.3
01:03:10;0.3
01:03:15;0.3
01:03:20;0.3
01:03:25;0.3
01:03:30;0.3
01:03:35;0.3
01:03:40;0.3
01:03:45;0.3
01:03:50;0.3
01:03:55;0.3
01:04:00;0.3
01:04:05;0.3
01:04:10;0.3
01:04:15;0.3
01:04:20;0.3
01:04:25;0.3
01:04:30;0.3
01:04:35;0.3
01:04:40;0.3
01:04:45;0.3
01:04:50;0.3
01:04:55;0.3
01:05:00;0.3
01:05:05;0
01:05:10;0
01:05:15;0
01:05:20;0
01:05:25;0
01:05:30;0
01:05:35;0
01:05:40;0
01:05:45;0
01:05:50;0
01:05:55;0
01:06:00;0
01:06:05;0
01:06:10;0
01:06:15;0
01:06:20;0
01:06:25;0
01:06:30;0
01:06:35;0
01:06:40;0
01:06:45;0
01:06:50;0
01:06:55;0
01:07:00;0
01:07:05;0
01:07:10;0
01:07:15;0
01:07:20;0
01:07:25;0
01:07:30;0
01:07:35;0
01:07:40;0
01:07:45;0
01:07:50;0
01:07:55;0
01:08:00;0
01:08:05;0
01:08:10;0
01:08:15;0
01:08:20;0
01:08:25;0
01:08:30;0
01:08:35;0
01:08:40;0
01:08:45;0
01:08:50;0
01:08:55;0
01:09:00;0
01:09:05;0
01:09:10;0
01:09:15;0
01:09:20;0
01:09:25;0
01:09:30;0
01:09:35;0
01:09:40;0
01:09:45;0
01:09:50;0
01:09:55;0
01:10:00;0
01:10:05;0
01:10:10;0
01:10:15;0
01:10:20;0
01:10:25;0
01:10:30;0
01:10:35;0
01:10:40;0
01:10:45;0
01:10:50;0
01:10:55;0
01:11:00;0
01:11:05;0
01:11:10;0
01:11:15;0
01:11:20;0
01:11:25;0
01:11:30;0
01:11:35;0
01:11:40;0
01:11:45;0
01:11:50;0
01:11:55;0
01:12:00;0
01:12:05;0
01:12:10;0
01:12:15;0
01:12:20;0
01:12:25;0
01:12:30;0
01:12:35;0
01:12:40;0
01:12:45;0
01:12:50;0
01:12:55;0
01:13:00;0
01:13:05;0
01:13:10;0
01:13:15;0
01:13:20;0
01:13:25;0
01:13:30;0
01:13:35;0
01:13:40;0
01:13:45;0
01:13:50;0
01:13:55;0
01:14:00;0
01:14:05;0
01:14:10;0
01:14:15;0
01:14:20;0
01:14:25;0
01:14:30;0
01:14:35;0
01:14:40;0
01:14:45;0
01:14:50;0
01:14:55;0
01:15:00;0
01:15:05;2.5
01:15:10;2.5
01:15:15;2.5
01:15:20;2.5
01:15:25;2.5
01:15:30;2.5
01:15:35;2.5
01:15:40;2.5
01:15:45;2.5
01:15:50;2.5
01:15:55;2.5
01:16:00;2.5
01:16:05;2.5
01:16:10;2.5
01:16:15;2.5
01:16:20;2.5
01:16:25;2.5
01:16:30;2.5
01:16:35;2.5
01:16:40;2.5
01:16:45;2.5
01:16:50;2.5
01:16:55;2.5
01:17:00;2.5
01:17:05;2.5
01:17:10;2.5
01:17:15;2.5
01:17:20;2.5
01:17:25;2.5
01:17:30;2.5
01:17:35;2.5
01:17:40;2.5
01:17:45;2.5
01:17:50;2.5
01:17:55;2.5
01:18:00;2.5
01:18:05;2.5
01:18:10;2.5
01:18:15;2.5
01:18:20;2.5
01:18:25;2.5
01:18:30;2.5
01:18:35;2.5
01:18:40;2.5
01:18:45;2.5
01:18:50;2.5
01:18:55;2.5
01:19:00;2.5
01:19:05;2.5
01:19:10;2.5
01:19:15;2.5
01:19:20;2.5
01:19:25;2.5
01:19:30;2.5
01:19:35;2.5
01:19:40;2.5
01:19:45;2.5
01:19:50;2.5
01:19:55;2.5
01:20:00;2.5
01:20:05;116.2
01:20:10;116.2
01:20:15;116.2
01:20:20;116.2
01:20:25;116.2
01:20:30;116.2
01:20:35;116.2
01:20:40;116.2
01:20:45;116.2
01:20:50;116.2
01:20:55;116.2
01:21:00;116.2
01:21:05;116.2
01:21:10;116.2
01:21:15;116.2
01:21:20;116.2
01:21:25;116.2
01:21:30;116.2
01:21:35;116.2
01:21:40;116.2
01:21:45;116.2
01:21:50;116.2
01:21:55;116.2
01:22:00;116.2
01:22:05;116.2
01:22:10;116.2
01:22:15;116.2
01:22:20;116.2
01:22:25;116.2
01:22:30;116.2
01:22:35;116.2
01:22:40;116.2
01:22:45;116.2
01:22:50;116.2
01:22:55;116.2
01:23:00;116.2
01:23:05;116.2
01:23:10;116.2
01:23:15;116.2
01:23:20;116.2
01:23:25;116.2
01:23:30;116.2
01:23:35;116.2
01:23:40;116.2
01:23:45;116.2
01:23:50;116.2
01:23:55;116.2
01:24:00;116.2
01:24:05;116.2
01:24:10;116.2
01:24:15;116.2
01:24:20;116.2
01:24:25;116.2
01:24:30;116.2
01:24:35;116.2
01:24:40;116.2
01:24:45;116.2
01:24:50;116.2
01:24:55;116.2
01:25:00;116.2
01:25:05;203.3
01:25:10;203.3
01:25:15;203.3
01:25:20;203.3
01:25:25;203.3
01:25:30;203.3
01:25:35;203.3
01:25:40;203.3
01:25:45;203.3
01:25:50;203.3
01:25:55;203.3
01:26:00;203.3
01:26:05;203.3
01:26:10;203.3
01:26:15;203.3
01:26:20;203.3
01:26:25;203.3
01:26:30;203.3
01:26:35;203.3
01:26:40;203.3
01:26:45;203.3
01:26:50;203.3
01:26:55;203.3
01:27:00;203.3
01:27:05;203.3
01:27:10;203.3
01:27:15;203.3
01:27:20;203.3
01:27:25;203.3
01:27:30;203.3
01:27:35;203.3
01:27:40;203.3
01:27:45;203.3
01:27:50;203.3
01:27:55;203.3
01:28:00;203.3
01:28:05;203.3
01:28:10;203.3
01:28:15;203.3
01:28:20;203.3
01:28:25;203.3
01:28:30;203.3
01:28:35;203.3
01:28:40;203.3
01:28:45;203.3
01:28:50;203.3
01:28:55;203.3
01:29:00;203.3
01:29:05;203.3
01:29:10;203.3
01:29:15;203.3
01:29:20;203.3
01:29:25;203.3
01:29:30;203.3
01:29:35;203.3
01:29:40;203.3
01:29:45;203.3
01:29:50;203.3
01:29:55;203.3
01:30:00;203.3
01:30:05;196.2
01:30:10;196.2
01:30:15;196.2
01:30:20;196.2
01:30:25;196.2
01:30:30;196.2
01:30:35;196.2
01:30:40;196.2
01:30:45;196.2
01:30:50;196.2
01:30:55;196.2
01:31:00;196.2
01:31:05;196.2
01:31:10;196.2
01:31:15;196.2
01:31:20;196.2
01:31:25;196.2
01:31:30;196.2
01:31:35;196.2
01:31:40;196.2
01:31:45;196.2
01:31:50;196.2
01:31:55;196.2
01:32:00;196.2
01:32:05;196.2
01:32:10;196.2
01:32:15;196.2
01:32:20;196.2
01:32:25;196.2
01:32:30;196.2
01:32:35;196.2
01:32:40;196.2
01:32:45;196.2
01:32:50;196.2
01:32:55;196.2
01:33:00;196.2
01:33:05;196.2
01:33:10;196.2
01:33:15;196.2
01:33:20;196.2
01:33:25;196.2
01:33:30;196.2
01:33:35;196.2
01:33:40;196.2
01:33:45;196.2
01:33:50;196.2
01:33:55;196.2
01:34:00;196.2
01:34:05;196.2
01:34:10;196.2
01:34:15;196.2
01:34:20;196.2
01:34:25;196.2
01:34:30;196.2
01:34:35;196.2
01:34:40;196.2
01:34:45;196.2
01:34:50;196.2
01:34:55;196.2
01:35:00;196.2
01:35:05;190.4
01:35:10;190.4
01:35:15;190.4
01:35:20;190.4
01:35:25;190.4
01:35:30;190.4
01:35:35;190.4
01:35:40;190.4
01:35:45;190.4
01:35:50;190.4
01:35:55;190.4
01:36:00;190.4
01:36:05;190.4
01:36:10;190.4
01:36:15;190.4
01:36:20;190.4
01:36:25;190.4
01:36:30;190.4
01:36:35;190.4
01:36:40;190.4
01:36:45;190.4
01:36:50;190.4
01:36:55;190.4
01:37:00;190.4
01:37:05;190.4
01:37:10;190.4
01:37:15;190.4
01:37:20;190.4
01:37:25;190.4
01:37:30;190.4
01:37:35;190.4
01:37:40;190.4
01:37:45;190.4
01:37:50;190.4
01:37:55;190.4
01:38:00;190.4
01:38:05;190.4
01:38:10;190.4
01:38:15;190.4
01:38:20;190.4
01:38:25;190.4
01:38:30;190.4
01:38:35;190.4
01:38:40;190.4
01:38:45;190.4
01:38:50;190.4
01:38:55;190.4
01:39:00;190.4
01:39:05;190.4
01:39:10;190.4
01:39:15;190.4
01:39:20;190.4
01:39:25;190.4
01:39:30;190.4
01:39:35;190.4
01:39:40;190.4
01:39:45;190.4
01:39:50;190.4
01:39:55;190.4
01:40:00;190.4
01:40:05;177
01:40:10;177
01:40:15;177
01:40:20;177
01:40:25;177
01:40:30;177
01:40:35;177
01:40:40;177
01:40:45;177
01:40:50;177
01:40:55;177
01:41:00;177
01:41:05;177
01:41:10;177
01:41:15;177
01:41:20;177
01:41:25;177
01:41:30;177
01:41:35;177
01:41:40;177
01:41:45;177
01:41:50;177
01:41:55;177
01:42:00;177
01:42:05;177
01:42:10;177
01:42:15;177
01:42:20;177
01:42:25;177
01:42:30;177
01:42:35;177
01:42:40;177
01:42:45;177
01:42:50;177
01:42:55;177
01:43:00;177
01:43:05;177
01:43:10;177
01:43:15;177
01:43:20;177
01:43:25;177
01:43:30;177
01:43:35;177
01:43:40;177
01:43:45;177
01:43:50;177
01:43:55;177
01:44:00;177
01:44:05;177
01:44:10;177
01:44:15;177
01:44:20;177
01:44:25;177
01:44:30;177
01:44:35;177
01:44:40;177
01:44:45;177
01:44:50;177
01:44:55;177
01:45:00;177
01:45:05;104.1
01:45:10;104.1
01:45:15;104.1
01:45:20;104.1
01:45:25;104.1
01:45:30;104.1
01:45:35;104.1
01:45:40;104.1
01:45:45;104.1
01:45:50;104.1
01:45:55;104.1
01:46:00;104.1
01:46:05;104.1
01:46:10;104.1
01:46:15;104.1
01:46:20;104.1
01:46:25;104.1
01:46:30;104.1
01:46:35;104.1
01:46:40;104.1
01:46:45;104.1
01:46:50;104.1
01:46:55;104.1
01:47:00;104.1
01:47:05;104.1
01:47:10;104.1
01:47:15;104.1
01:47:20;104.1
01:47:25;104.1
01:47:30;104.1
01:47:35;104.1
01:47:40;104.1
01:47:45;104.1
01:47:50;104.1
01:47:55;104.1
01:48:00;104.1
01:48:05;104.1
01:48:10;104.1
01:48:15;104.1
01:48:20;104.1
01:48:25;104.1
01:48:30;104.1
01:48:35;104.1
01:48:40;104.1
01:48:45;104.1
01:48:50;104.1
01:48:55;104.1
01:49:00;104.1
01:49:05;104.1
01:49:10;104.1
01:49:15;104.1
01:49:20;104.1
01:49:25;104.1
01:49:30;104.1
01:49:35;104.1
01:49:40;104.1
01:49:45;104.1
01:49:50;104.1
01:49:55;104.1
01:50:00;104.1
01:50:05;115.3
01:50:10;115.3
01:50:15;115.3
01:50:20;115.3
01:50:25;115.3
01:50:30;115.3
01:50:35;115.3
01:50:40;115.3
01:50:45;115.3
01:50:50;115.3
01:50:55;115.3
01:51:00;115.3
01:51:05;115.3
01:51:10;115.3
01:51:15;115.3
01:51:20;115.3
01:51:25;115.3
01:51:30;115.3
01:51:35;115.3
01:51:40;115.3
01:51:45;115.3
01:51:50;115.3
01:51:55;115.3
01:52:00;115.3
01:52:05;115.3
01:52:10;115.3
01:52:15;115.3
01:52:20;115.3
01:52:25;115.3
01:52:30;115.3
01:52:35;115.3
01:52:40;115.3
01:52:45;115.3
01:52:50;115.3
01:52:55;115.3
01:53:00;115.3
01:53:05;115.3
01:53:10;115.3
01:53:15;115.3
01:53:20;115.3
01:53:25;115.3
01:53:30;115.3
01:53:35;115.3
01:53:40;115.3
01:53:45;115.3
01:53:50;115.3
01:53:55;115.3
01:54:00;115.3
01:54:05;115.3
01:54:10;115.3
01:54:15;115.3
01:54:20;115.3
01:54:25;115.3
01:54:30;115.3
01:54:35;115.3
01:54:40;115.3
01:54:45;115.3
01:54:50;115.3
01:54:55;115.3
01:55:00;115.3
01:55:05;112.5
01:55:10;112.5
01:55:15;112.5
01:55:20;112.5
01:55:25;112.5
01:55:30;112.5
01:55:35;112.5
01:55:40;112.5
01:55:45;112.5
01:55:50;112.5
01:55:55;112.5
01:56:00;112.5
01:56:05;112.5
01:56:10;112.5
01:56:15;112.5
01:56:20;112.5
01:56:25;112.5
01:56:30;112.5
01:56:35;112.5
01:56:40;112.5
01:56:45;112.5
01:56:50;112.5
01:56:55;112.5
01:57:00;112.5
01:57:05;112.5
01:57:10;112.5
01:57:15;112.5
01:57:20;112.5
01:57:25;112.5
01:57:30;112.5
01:57:35;112.5
01:57:40;112.5
01:57:45;112.5
01:57:50;112.5
01:57:55;112.5
01:58:00;112.5
01:58:05;112.5
01:58:10;112.5
01:58:15;112.5
01:58:20;112.5
01:58:25;112.5
01:58:30;112.5
01:58:35;112.5
01:58:40;112.5
01:58:45;112.5
01:58:50;112.5
01:58:55;112.5
01:59:00;112.5
01:59:05;112.5
01:59:10;112.5
01:59:15;112.5
01:59:20;112.5
01:59:25;112.5
01:59:30;112.5
01:59:35;112.5
01:59:40;112.5
01:59:45;112.5
01:59:50;112.5
01:59:55;112.5
02:00:00;112.5
02:00:05;109.5
02:00:10;109.5
02:00:15;109.5
02:00:20;109.5
02:00:25;109.5
02:00:30;109.5
02:00:35;109.5
02:00:40;109.5
02:00:45;109.5
02:00:50;109.5
02:00:55;109.5
02:01:00;109.5
02:01:05;109.5
02:01:10;109.5
02:01:15;109.5
02:01:20;109.5
02:01:25;109.5
02:01:30;109.5
02:01:35;109.5
02:01:40;109.5
02:01:45;109.5
02:01:50;109.5
02:01:55;109.5
02:02:00;109.5
02:02:05;109.5
02:02:10;109.5
02:02:15;109.5
02:02:20;109.5
02:02:25;109.5
